,0
0,0.42113650404172626
1,0.4501644832933905
2,0.4640235203570218
3,0.45834909481342107
4,0.45492377959945607
5,0.4570905959692417
6,0.455978974833973
7,0.43280268227152174
8,0.4105304887904325
9,0.39021987396095253
10,0.378836780721212
11,0.38721567191426903
12,0.3945106625638881
13,0.38732337610655126
14,0.37808354081191514
15,0.3721771145570657
16,0.35872117626685757
17,0.35285942794932756
18,0.35089749316213537
19,0.354786787340406
20,0.35809800862523
21,0.3550674147574776
22,0.354776916697746
23,0.3539948053517637
24,0.3510835827247441
25,0.3499506906234756
26,0.3484376975806333
27,0.34794950467316166
28,0.3455345467324485
29,0.3441103323508759
30,0.34105596881467104
31,0.34268689822284093
32,0.3417219589557765
33,0.34452295070268724
34,0.34246946340605433
35,0.3437773299145451
36,0.34222960415526604
37,0.34276462416711595
38,0.34396884844551384
39,0.3396543974165987
40,0.3360118387180901
41,0.33526964740020954
42,0.33054281225357196
43,0.32706907573395155
44,0.3235620033038959
45,0.319256531034652
46,0.3166193523707872
47,0.31787110873235563
48,0.3148053385207639
49,0.30770841785868924
50,0.30733470734228996
51,0.3045566753457004
52,0.3012278226843984
53,0.29980895032034566
54,0.2924832099779758
55,0.29018374026326665
56,0.28653834536386397
57,0.28302349484724276
58,0.28082799463068453
59,0.2755212375548059
60,0.2764642479721532
61,0.2766897165677247
62,0.2735548728813042
63,0.2699007051157066
64,0.26286451871750377
65,0.2626809767747647
66,0.25932250324627737
67,0.256780067807565
68,0.25483320036307966
69,0.25078832989839245
70,0.25462642630851884
71,0.2542732370051363
72,0.25146740435418624
73,0.24677326764494867
74,0.24682318799223363
75,0.24920620237708926
76,0.2513592403335462
77,0.25369209404015164
78,0.24643847346977196
79,0.24067132204380395
80,0.23768273697717934
81,0.24021690140110208
82,0.238417495945273
83,0.23681892298737486
84,0.23482009346199365
85,0.23129783586363367
86,0.22794063665636924
87,0.22776419884440302
88,0.22338427254876814
89,0.22331207611717707
90,0.22135276002756857
91,0.22093544028967094
92,0.2249703185978997
93,0.22466214420714303
94,0.22308911149686173
95,0.2130551030964034
96,0.21036135136994824
97,0.20561441298096383
98,0.21090100901585643
99,0.21700768849230148
100,0.21068312266652833
101,0.20271436460239808
102,0.20317160576697638
103,0.2008118535851887
104,0.19904690303332315
105,0.194946449705477
106,0.199572809914408
107,0.19321849755758244
108,0.19811230038046324
109,0.19394019588166997
110,0.18730742894383662
111,0.18467700204862283
112,0.18105679032822775
113,0.17346863188549067
114,0.17598390858624618
115,0.17332101295210273
116,0.1724341693322655
117,0.17340579377602075
118,0.17555821840078667
119,0.1720217542138511
120,0.16453881213865243
121,0.1686304721472028
122,0.16588180705503244
123,0.16928613875480872
124,0.17305740344153123
125,0.1839851761684085
126,0.1801819598625748
127,0.18567498737235782
128,0.18598610778793298
129,0.18734998352904075
130,0.1866266629874758
131,0.1905620481695558
132,0.19173600852474065
133,0.18967934538247608
134,0.18905241254830663
135,0.18777468643470518
136,0.19085857372612366
137,0.1898663192219912
138,0.1871481539608824
139,0.18649615849345297
140,0.19166051273154364
141,0.18688606994733858
142,0.1893252946658731
143,0.18940271674408007
144,0.18706876626443797
145,0.18776540971953923
146,0.18248161739818008
147,0.18417305717926075
148,0.18043327048317484
149,0.18051318468950567
150,0.1786838543648211
151,0.18081139499420099
152,0.1832570083041351
153,0.17788653190754056
154,0.18316037843509883
155,0.1831690884585255
156,0.17846022534423872
157,0.17535788229449328
158,0.17866852749875
159,0.1799002308210906
160,0.1823034289966254
161,0.18357528209508778
162,0.1842867274194881
163,0.184603628033119
164,0.18920531074722932
165,0.18939243713737144
166,0.1948899257363741
167,0.1968917252382853
168,0.1981369174831052
169,0.1995131780189093
170,0.19691991231585437
171,0.1989064462407404
172,0.19494612674733153
173,0.19577919956709297
174,0.1945557411048807
175,0.1924567112820829
176,0.19165920375206602
177,0.19278790495914472
178,0.1946610217642871
179,0.19087302790084223
180,0.19273429319484445
181,0.19223563672428692
