,0,,,
0,"0,0612407139",,,
1,"0,0458667589",,,
2,"0,0500155619",,,
3,"0,0446562672",,,
4,"0,0807118231",,,
5,"0,1017054668",,,
6,"0,1183226109",,,
7,"0,0548677126",,,
8,"0,0429712871",,,
9,"0,0430188273",,,
10,"0,0422853525",,,
11,"0,0478542585",,,
12,"0,0466721882",,,
13,"0,0468090927",,,
14,"0,0433775499",,,
15,"0,0450926658",,,
16,"0,0431758174",,,
17,"0,0503335501",,,
18,"0,0436732885",,,
19,"0,0420288566",,,
20,"0,0408124637",,,
21,"0,0435242211",,,
22,"0,0503312302",,,
23,"0,0416479515",,,
24,"0,0431068368",,,
25,"0,0403072233",,,
26,"0,0395286605",,,
27,"0,042168051",,,
28,"0,0391483859",,,
29,"0,0396921487",,,
30,"0,0428630128",,,
31,"0,0436795356",,,
32,"0,040488067",,,
33,"0,0406883868",,,
34,"0,0382887672",,,
35,"0,0429179849",,,
36,"0,0434195035",,,
37,"0,0437615746",,,
38,"0,0434991771",,,
39,"0,04684351",,,
40,"0,0396011191",,,
41,"0,0418903626",,,
42,"0,0432979573",,,
43,"0,0443509074",,,
44,"0,036463298",,,
45,"0,035945916",,,
46,"0,0370306658",,,
47,"0,0381886599",,,
48,"0,0395033446",,,
49,"0,0401844254",,,
50,"0,04185167",,,
51,"0,0361862838",,,
52,"0,040890847",,,
53,"0,0426947546",,,
54,"0,040966376",,,
55,"0,0407250444",,,
56,"0,0461696973",,,
57,"0,0441017628",,,
58,"0,0407124852",,,
59,"0,0432793708",,,
60,"0,0404554433",,,
61,"0,0378450899",,,
62,"0,0352863485",,,
63,"0,0386865911",,,
64,"0,0366849821",,,
65,"0,0390353686",,,
66,"0,0424305669",,,
67,"0,0391171818",,,
68,"0,0367615191",,,
69,"0,039328344",,,
70,"0,042732602",,,
71,"0,0363228609",,,
72,"0,0396581837",,,
73,"0,0439990194",,,
74,"0,0403561266",,,
75,"0,0411182895",,,
76,"0,0396605425",,,
77,"0,0415079305",,,
78,"0,0384208798",,,
79,"0,0417037507",,,
80,"0,0397557804",,,
81,"0,0396256617",,,
82,"0,0404297231",,,
83,"0,0412147129",,,
84,"0,0414763137",,,
85,"0,0444338575",,,
86,"0,0439362606",,,
87,"0,042257528",,,
88,"0,0398838303",,,
89,"0,0417031736",,,
90,"0,038247718",,,
91,"0,0400433145",,,
92,"0,0450894791",,,
93,"0,0441032218",,,
94,"0,048684024",,,
95,"0,0443623037",,,
96,"0,0380405515",,,
97,"0,0394457295",,,
98,"0,0526324284",,,
99,"0,0435738244",,,
100,"0,0429933094",,,
101,"0,0430014017",,,
102,"0,0419702419",,,
103,"0,038780753",,,
104,"0,0379558347",,,
105,"0,0380729186",,,
106,"0,0470383376",,,
107,"0,0413751395",,,
108,"0,0393340485",,,
109,"0,0405744592",,,
110,"0,0409073079",,,
111,"0,0407100448",,,
112,"0,041905764",,,
113,"0,041162877",,,
114,"0,045841679",,,
115,"0,0422797822",,,
116,"0,0408604527",,,
117,"0,0416016302",,,
118,"0,042546046",,,
119,"0,0416200711",,,
120,"0,0446791396",,,
121,"0,0451624525",,,
122,"0,0492664151",,,
123,"0,0476281313",,,
124,"0,048305935",,,
125,"0,0440601683",,,
126,"0,0446065505",,,
127,"0,0429345741",,,
128,"0,0459716098",,,
129,"0,0464487853",,,
130,"0,0442326649",,,
131,"0,0452434994",,,
132,"0,0436724534",,,
133,"0,0428361655",,,
134,"0,0455631656",,,
135,"0,0412638089",,,
136,"0,0387375036",,,
137,"0,0386572664",,,
138,"0,0405460843",,,
139,"0,038045877",,,
140,"0,0369072915",,,
141,"0,0385753264",,,
142,"0,0425367094",,,
143,"0,045765397",,,
144,"0,0392621588",,,
145,"0,0408726494",,,
146,"0,0421719062",,,
147,"0,0418435214",,,
148,"0,0361974913",,,
149,"0,038017071",,,
150,"0,038461624",,,
151,"0,0392030393",,,
152,"0,0380441475",,,
153,"0,0338228805",,,
154,"0,0344686929",,,
155,"0,0361743042",,,
156,"0,0373099884",,,
157,"0,0393633613",,,
158,"0,0384380109",,,
159,"0,0391695909",,,
160,"0,0454503369",,,
161,"0,0376778233",,,
162,"0,0363491746",,,
163,"0,037974469",,,
164,"0,0361002786",,,
165,"0,0392778749",,,
166,"0,0387280663",,,
167,"0,037831794",,,
168,"0,0381514149",,,
169,"0,0375270276",,,
