,0
0,0.4811092396221276
1,0.5125299119837611
2,0.5075442477044552
3,0.44794203514653946
4,0.4277171182641659
5,0.3876121650166808
6,0.24882862618090373
7,0.2017984752073431
8,0.1665801871962126
9,0.2099039444886713
10,0.2365302471422782
11,0.2364905964374179
12,0.22020889951408595
13,0.220801912709504
14,0.21985958045283405
15,0.2307344080325568
16,0.21901209330505117
17,0.22044827232639955
18,0.21113809472433898
19,0.22051401849776078
20,0.25825966020056856
21,0.23073381020271366
22,0.24548618590180563
23,0.23250389790065681
24,0.2634090013376492
25,0.24051693794129686
26,0.2035275125732958
27,0.21255923589337264
28,0.21222800764390448
29,0.2523370587850447
30,0.23721292381793727
31,0.191899847713634
32,0.1094322126060276
33,0.19632873880027013
34,0.15199250559932811
35,0.20034503010327953
36,0.1561210432716902
37,0.1511192848954572
38,0.15064396380575398
39,0.11092972208104308
40,0.1690573130069184
41,0.17157726264942447
42,0.13429775048701917
43,0.14463028957246632
44,0.12142870231664867
45,0.1254684380478301
46,0.1658648417844316
47,0.1401774691381652
48,0.11538693734059029
49,0.10506382152187985
50,0.1821960189034748
51,0.14969856727649905
52,0.11837294440755892
53,0.1529229885720214
54,0.15581294289798905
55,0.1368503633497024
56,0.16377839216767953
57,0.1884351137135638
58,0.1872355840584972
59,0.1833794547109722
60,0.19022065036307886
61,0.17082119518979055
62,0.1894025488699944
63,0.18297440127764852
64,0.17041364245566404
65,0.1758582148729884
66,0.18479706275254792
67,0.16635075405146968
68,0.18462975737155018
69,0.1596275113332297
70,0.15917534530162603
71,0.1786791622205821
72,0.18855947148185642
73,0.1897383151037037
74,0.17597521512358832
75,0.16141324733651183
76,0.157590318486181
77,0.18797207019228113
78,0.15286972982567806
79,0.18872676443931863
80,0.16181340114473472
81,0.14309405273570716
82,0.16341991584765234
83,0.1762803834165439
84,0.160045714583052
85,0.15247654458202844
86,0.14190201228894078
87,0.14314117191242923
88,0.178157563511066
89,0.16106533223707345
90,0.14407876177659953
91,0.1801995885243265
92,0.1694614402703063
93,0.15427724900392534
94,0.15216985967766078
95,0.14534529348095226
96,0.1593887263649779
97,0.1611408383573298
98,0.17498858505632064
99,0.16182020221149204
100,0.16598739546659036
101,0.15414860123667454
102,0.14584916782895246
103,0.13938531911918406
104,0.15217375168511366
105,0.16054569513254902
106,0.14339046673508796
107,0.1532562141189259
108,0.15300474568874944
109,0.13389814840344702
110,0.14620939738651723
111,0.17235738875512271
112,0.12670508701177524
113,0.13011764646771048
114,0.15646442622531262
115,0.17092052221054715
116,0.1262825481693181
117,0.14371117880826356
118,0.13541551767538898
119,0.1912639705889613
120,0.1723125717785751
121,0.12561919278037595
122,0.17023568840985823
123,0.13410298496621448
124,0.1330644664724777
125,0.2256747958803866
126,0.1194685724392616
127,0.09774075375126806
128,0.12814266494334797
129,0.11995272692492016
130,0.12751499526349785
131,0.12012276781365917
132,0.12332290941543529
133,0.13326487529643186
134,0.1423769014841606
135,0.15139754156144747
136,0.1465981334309167
137,0.16169390669033512
138,0.12954919477601246
139,0.132868606736011
140,0.13117413057225255
141,0.13180393520103514
142,0.11587697520872571
143,0.1467427495804585
144,0.14469979271399536
145,0.1561174400345263
146,0.10183188788944708
147,0.12338638390972435
148,0.12505290543202177
149,0.12340892707876326
150,0.11201942908007567
151,0.1414499865066634
152,0.12441494798516016
153,0.14748174888153762
154,0.15763091640916074
155,0.12305772266508348
156,0.10622792075272677
157,0.133991231211362
158,0.12587749847112703
159,0.14911103810345208
160,0.1605667490186822
161,0.145799837948865
162,0.1597453120260747
163,0.14062892647471534
164,0.17164974565947688
165,0.14920847883759525
166,0.13031632722752584
167,0.1290787718960144
168,0.1663082091994532
169,0.14480353474613966
170,0.11863291500260184
171,0.12677796447083053
172,0.1568189461501869
173,0.13827893917660433
174,0.1475646884050952
175,0.12991128446358569
176,0.12476521549762586
177,0.13678147198879254
178,0.1096866414670687
179,0.12816714639256938
180,0.1435343535295521
181,0.14813062956997222
182,0.12530607478900607
183,0.12322930364722558
184,0.15180543700600577
185,0.11781159245309498
186,0.22408626027486406
187,0.13765979232468153
188,0.1853789760336575
189,0.1303997778635038
190,0.13979794162995085
191,0.13902375314007331
192,0.1447705393136321
193,0.14070126253590862
194,0.15646859823902795
195,0.15736561756099465
196,0.15268940807203735
197,0.1313996871886385
198,0.16473758444368097
199,0.14525384774667113
200,0.1644184750788749
201,0.1701936234078387
202,0.1374634825562332
203,0.15002243246144464
204,0.1582827036072732
205,0.17161018695191577
206,0.12865853626461554
207,0.1478157232847935
208,0.13440507337857582
209,0.1518629028591376
210,0.14492322261036802
211,0.17596537516133742
212,0.17724378159146237
213,0.16564963276912711
214,0.12556232018652866
215,0.14076099398195996
216,0.1288982068142137
217,0.14601762182422748
218,0.12728380822427338
219,0.1601482327132372
220,0.14577565139018211
221,0.1288700002004186
222,0.14127294126391954
223,0.12499744114798245
224,0.13121176678196692
225,0.1940632650805838
226,0.12467710620310905
227,0.14398134915620697
228,0.17326319905438706
229,0.1551225415396777
230,0.1493029506232209
231,0.14235906898172762
232,0.12413864851275871
233,0.13672237236229884
234,0.1572224826740209
235,0.1600302404636574
236,0.14155938148857794
237,0.15659864389183717
238,0.13814524795956803
239,0.16905489206133287
240,0.16091866669316593
241,0.13936283589359533
242,0.12318187627401705
243,0.12106253235079818
244,0.1343950635647666
245,0.15652460175779623
246,0.12670158342981752
247,0.13845628944781135
248,0.16643513469182136
249,0.1346984606741379
250,0.15293985481732753
251,0.12968360362737705
252,0.12323598470617919
253,0.11833605609468582
254,0.13368589082494098
255,0.14011471048984184
256,0.15586127629531485
257,0.13077380104524114
258,0.16944600161437928
259,0.18504655853318652
260,0.11799271889670662
261,0.13283989174737865
262,0.10831479664312321
263,0.14959456152167377
264,0.14096888628238285
265,0.0989157631491683
266,0.10585013985715773
267,0.1386901322393629
268,0.119980187821294
269,0.11732782323470804
270,0.142215877084971
271,0.1200466190409507
272,0.15470316513347224
273,0.16680727533028464
274,0.10104900606642024
275,0.14410395654884478
276,0.13305159004977005
277,0.17220052793895455
278,0.14274892764569905
279,0.1377332981587775
280,0.10783083003656088
281,0.10426357447981859
282,0.11660842364624648
283,0.10621855675710427
284,0.15552061109734636
285,0.12575347959282362
286,0.12006072298995768
287,0.14049213150272372
