,0,,,
0,"0,0999877696",,,
1,"0,0680500759",,,
2,"0,0477761847",,,
3,"0,0584035414",,,
4,"0,0481936901",,,
5,"0,0809343956",,,
6,"0,0925935689",,,
7,"0,0455319035",,,
8,"0,0404264311",,,
9,"0,0398975643",,,
10,"0,0422299805",,,
11,"0,0409511415",,,
12,"0,0382474714",,,
13,"0,0439737259",,,
14,"0,0461385755",,,
15,"0,0419854227",,,
16,"0,041406447",,,
17,"0,0458560834",,,
18,"0,0481151046",,,
19,"0,0468226562",,,
20,"0,0492094836",,,
21,"0,0466483333",,,
22,"0,0431363828",,,
23,"0,0434509223",,,
24,"0,0465815672",,,
25,"0,0436977511",,,
26,"0,0385707135",,,
27,"0,0392892159",,,
28,"0,0405759327",,,
29,"0,0389539715",,,
30,"0,0397911274",,,
31,"0,0418259477",,,
32,"0,0438663143",,,
33,"0,0431553974",,,
34,"0,0420889061",,,
35,"0,03976248",,,
36,"0,0402184219",,,
37,"0,0445411777",,,
38,"0,047097471",,,
39,"0,0421662745",,,
40,"0,0438744834",,,
41,"0,0387519518",,,
42,"0,0417898059",,,
43,"0,0469540419",,,
44,"0,0462163904",,,
45,"0,0405817953",,,
46,"0,044125008",,,
47,"0,0414623906",,,
48,"0,0431450957",,,
49,"0,0410742799",,,
50,"0,0434972208",,,
51,"0,043874728",,,
52,"0,0469712293",,,
53,"0,0492323059",,,
54,"0,0439938346",,,
55,"0,0461254547",,,
56,"0,0456631512",,,
57,"0,0436624589",,,
58,"0,0449206259",,,
59,"0,0434960521",,,
60,"0,0427678076",,,
61,"0,042658435",,,
62,"0,0409839926",,,
63,"0,0472822308",,,
64,"0,0474027407",,,
65,"0,0464990088",,,
66,"0,0422117626",,,
67,"0,0427363084",,,
68,"0,0471044801",,,
69,"0,0451221238",,,
70,"0,0408542818",,,
71,"0,0413681982",,,
72,"0,0449389627",,,
73,"0,0465300277",,,
74,"0,0429544055",,,
75,"0,0436553797",,,
76,"0,0421583861",,,
77,"0,0439988874",,,
78,"0,0425895701",,,
79,"0,0442200739",,,
80,"0,0448248811",,,
81,"0,0444848835",,,
82,"0,041801301",,,
83,"0,0442648989",,,
84,"0,0438367539",,,
85,"0,0446475386",,,
86,"0,0410173399",,,
87,"0,0442319377",,,
88,"0,0450513895",,,
89,"0,0431554541",,,
90,"0,0427717206",,,
91,"0,0445674594",,,
92,"0,0454404785",,,
93,"0,0466252425",,,
94,"0,048198883",,,
95,"0,0490245286",,,
96,"0,0432541474",,,
97,"0,044805153",,,
98,"0,0462758601",,,
99,"0,0448586208",,,
100,"0,0465815202",,,
101,"0,0476985437",,,
102,"0,0478136712",,,
103,"0,0456489631",,,
104,"0,0481950958",,,
105,"0,0471067972",,,
106,"0,0504329704",,,
107,"0,047437923",,,
108,"0,0493163697",,,
109,"0,0442087749",,,
110,"0,0405611103",,,
111,"0,0434629248",,,
112,"0,0385615421",,,
113,"0,0399769407",,,
114,"0,0463917201",,,
115,"0,0441680878",,,
116,"0,0429615709",,,
117,"0,0417673048",,,
118,"0,0429840743",,,
119,"0,0435378993",,,
120,"0,0430666953",,,
121,"0,0469360375",,,
122,"0,0452885639",,,
123,"0,0443115429",,,
124,"0,0431743064",,,
