,0,,,
0,"0,0679394426",,,
1,"0,0680843447",,,
2,"0,0695316126",,,
3,"0,0699621671",,,
4,"0,0694082462",,,
5,"0,0729116444",,,
6,"0,0860671419",,,
7,"0,092408437",,,
8,"0,0881417361",,,
9,"0,0878470938",,,
10,"0,0917922213",,,
11,"0,0963747116",,,
12,"0,0949853643",,,
13,"0,0912179992",,,
14,"0,0902808181",,,
15,"0,0919697405",,,
16,"0,0949185064",,,
17,"0,0948110421",,,
18,"0,0901727435",,,
19,"0,0904987992",,,
20,"0,0910445539",,,
21,"0,0928523969",,,
22,"0,0956407264",,,
23,"0,0921189797",,,
24,"0,0916484598",,,
25,"0,0915559798",,,
26,"0,0930000062",,,
27,"0,0937355356",,,
28,"0,092207585",,,
29,"0,0906245255",,,
30,"0,0916051119",,,
31,"0,0916007957",,,
32,"0,0910799358",,,
33,"0,0900611116",,,
34,"0,0911708329",,,
35,"0,0929235937",,,
36,"0,0898535048",,,
37,"0,0907389205",,,
38,"0,0908198598",,,
39,"0,0906607961",,,
40,"0,0908113978",,,
41,"0,0873415759",,,
42,"0,0889924613",,,
43,"0,0867405858",,,
44,"0,0862146413",,,
45,"0,0876680746",,,
46,"0,0874744387",,,
47,"0,0866015129",,,
48,"0,0862426003",,,
49,"0,0856322901",,,
50,"0,0896477145",,,
51,"0,0903183534",,,
52,"0,0920781309",,,
53,"0,0924977122",,,
54,"0,0915460897",,,
55,"0,0929157618",,,
56,"0,0942137588",,,
57,"0,0948609558",,,
58,"0,0921406794",,,
59,"0,093873237",,,
60,"0,0943818904",,,
61,"0,0947908704",,,
62,"0,0966080097",,,
63,"0,0940984787",,,
64,"0,094488836",,,
65,"0,0954444453",,,
66,"0,0960023179",,,
67,"0,0949747",,,
68,"0,0965670099",,,
69,"0,0968215207",,,
70,"0,0991618657",,,
71,"0,0974272057",,,
72,"0,0975875972",,,
73,"0,0977900841",,,
74,"0,0982020174",,,
75,"0,0968547859",,,
76,"0,0959493328",,,
77,"0,0987086701",,,
78,"0,100250779",,,
79,"0,1000983798",,,
80,"0,1000833741",,,
81,"0,0984378261",,,
82,"0,1008170929",,,
83,"0,1008269257",,,
84,"0,1020825759",,,
85,"0,1046810645",,,
86,"0,1051601985",,,
87,"0,106181695",,,
88,"0,1058062786",,,
89,"0,1065545106",,,
90,"0,107898533",,,
91,"0,1091861785",,,
92,"0,1077190266",,,
93,"0,1061569636",,,
94,"0,1076346613",,,
95,"0,1080712589",,,
96,"0,1071713637",,,
97,"0,1055394462",,,
98,"0,1079758566",,,
99,"0,1097521628",,,
100,"0,1090603678",,,
101,"0,1097965021",,,
102,"0,1098261613",,,
103,"0,1093447013",,,
104,"0,1106312604",,,
105,"0,109903108",,,
106,"0,1107938023",,,
107,"0,1116450423",,,
108,"0,1123555355",,,
109,"0,1122701145",,,
110,"0,1114565752",,,
111,"0,1129692172",,,
112,"0,1135747626",,,
113,"0,1137882159",,,
114,"0,1134442429",,,
115,"0,112680489",,,
116,"0,1142711022",,,
117,"0,1146300536",,,
118,"0,1145745805",,,
119,"0,1138244325",,,
120,"0,1134890041",,,
121,"0,1136210464",,,
122,"0,1142806628",,,
123,"0,1139798545",,,
124,"0,1122925449",,,
125,"0,1121387656",,,
126,"0,1144445418",,,
127,"0,1125233431",,,
128,"0,1132890294",,,
129,"0,1153435457",,,
130,"0,1149661173",,,
131,"0,1148522472",,,
132,"0,1139503297",,,
133,"0,1144608629",,,
134,"0,1152143074",,,
135,"0,1146656622",,,
136,"0,1136745906",,,
137,"0,1143171809",,,
138,"0,1142152624",,,
139,"0,1134546291",,,
140,"0,1140155932",,,
141,"0,1145022501",,,
142,"0,1141174537",,,
143,"0,1154833605",,,
144,"0,1140366293",,,
145,"0,113344206",,,
146,"0,113820781",,,
147,"0,1145479058",,,
148,"0,1165496748",,,
149,"0,115144395",,,
150,"0,1165712584",,,
151,"0,1160565447",,,
152,"0,1165804238",,,
153,"0,1175891466",,,
154,"0,1172656671",,,
155,"0,1170161322",,,
156,"0,1175120537",,,
157,"0,1169308386",,,
158,"0,1172240193",,,
159,"0,1171414894",,,
160,"0,1174170816",,,
161,"0,1172968395",,,
162,"0,1175184372",,,
163,"0,1175707803",,,
164,"0,1184351161",,,
165,"0,1178279523",,,
166,"0,1190564336",,,
167,"0,1182793486",,,
168,"0,1181734551",,,
169,"0,117105727",,,
170,"0,1171551716",,,
171,"0,1191873776",,,
172,"0,1170367161",,,
173,"0,116768781",,,
174,"0,1185868473",,,
175,"0,119439411",,,
176,"0,119040393",,,
177,"0,1186312104",,,
178,"0,1186412281",,,
179,"0,1188592192",,,
180,"0,1195139615",,,
181,"0,1205978642",,,
182,"0,120533371",,,
183,"0,1212946857",,,
184,"0,1196955934",,,
185,"0,1197808669",,,
186,"0,1203319234",,,
187,"0,1205254855",,,
188,"0,1193540817",,,
189,"0,1191733344",,,
190,"0,1189791658",,,
191,"0,119569898",,,
192,"0,11863264",,,
193,"0,1176395565",,,
194,"0,1162813464",,,
195,"0,1168831261",,,
196,"0,1165051513",,,
197,"0,1179805861",,,
198,"0,118235055",,,
199,"0,116868938",,,
200,"0,1179640539",,,
201,"0,1179899918",,,
202,"0,1197075825",,,
203,"0,1190048453",,,
204,"0,1189957572",,,
205,"0,1180514225",,,
206,"0,1182610835",,,
207,"0,1181724747",,,
208,"0,1203122096",,,
209,"0,119114349",,,
210,"0,1202401631",,,
211,"0,120559557",,,
212,"0,1185797386",,,
213,"0,1187100122",,,
214,"0,1196012569",,,
215,"0,1206028017",,,
216,"0,1202770021",,,
217,"0,1203825535",,,
218,"0,1195018291",,,
219,"0,1194284248",,,
220,"0,1186852066",,,
221,"0,1188915339",,,
222,"0,1190024625",,,
223,"0,1184228306",,,
224,"0,118808263",,,
225,"0,1197786519",,,
226,"0,1198556365",,,
227,"0,120643991",,,
228,"0,1209228465",,,
229,"0,1214069133",,,
230,"0,1209168032",,,
231,"0,1213652852",,,
232,"0,1214216775",,,
233,"0,1201899138",,,
234,"0,1199697208",,,
235,"0,1207505641",,,
236,"0,1209314244",,,
237,"0,1209349657",,,
238,"0,1197514243",,,
239,"0,1205233601",,,
240,"0,1213652823",,,
241,"0,1214482951",,,
242,"0,1224317135",,,
243,"0,1229043748",,,
244,"0,1216490724",,,
245,"0,1220230972",,,
246,"0,1223192587",,,
247,"0,123020701",,,
248,"0,1228057168",,,
249,"0,1214127027",,,
250,"0,1212223521",,,
251,"0,1211160969",,,
252,"0,1224087661",,,
253,"0,121762245",,,
254,"0,1223740329",,,
255,"0,1222072061",,,
256,"0,1232046937",,,
257,"0,1240155826",,,
258,"0,1245125613",,,
259,"0,1240764269",,,
260,"0,1251222249",,,
261,"0,1259588264",,,
262,"0,1267301017",,,
263,"0,1268233608",,,
264,"0,1265275539",,,
265,"0,1275337629",,,
266,"0,1278249371",,,
267,"0,126909402",,,
268,"0,1273009156",,,
269,"0,1279297598",,,
270,"0,1273838202",,,
271,"0,1276915638",,,
272,"0,1264434933",,,
273,"0,1264061707",,,
274,"0,127493849",,,
275,"0,1264934592",,,
276,"0,1273208934",,,
277,"0,1275319766",,,
278,"0,1281062111",,,
279,"0,1282452748",,,
280,"0,1272381286",,,
281,"0,1285733852",,,
282,"0,1279625426",,,
283,"0,1287460175",,,
284,"0,1289145374",,,
285,"0,1292134534",,,
286,"0,1293203176",,,
287,"0,1299283994",,,
288,"0,1297764011",,,
289,"0,1301201665",,,
290,"0,1306462599",,,
291,"0,1287757334",,,
292,"0,1287826394",,,
293,"0,1283418309",,,
294,"0,128542156",,,
295,"0,1294599319",,,
296,"0,1288817589",,,
297,"0,1282189582",,,
298,"0,128324067",,,
299,"0,129746316",,,
300,"0,1294692453",,,
301,"0,1296156759",,,
302,"0,130574072",,,
303,"0,1304073918",,,
304,"0,1299791408",,,
305,"0,1287944219",,,
306,"0,1298276775",,,
307,"0,1312499743",,,
308,"0,1319734509",,,
309,"0,1311677926",,,
310,"0,1311709517",,,
311,"0,1318815498",,,
312,"0,1320061206",,,
313,"0,1316808773",,,
314,"0,1318707356",,,
315,"0,130412176",,,
316,"0,1310433107",,,
317,"0,1309993577",,,
318,"0,1304746129",,,
319,"0,1307400231",,,
320,"0,131172165",,,
321,"0,1312842214",,,
322,"0,1314310974",,,
323,"0,1306527085",,,
324,"0,1301734219",,,
325,"0,1307216492",,,
326,"0,1321566685",,,
327,"0,1330914137",,,
328,"0,1313561986",,,
329,"0,132304628",,,
330,"0,1322465736",,,
331,"0,1324366455",,,
332,"0,1314210576",,,
333,"0,1308081573",,,
334,"0,1322550459",,,
335,"0,1326439569",,,
336,"0,1324183576",,,
337,"0,1328101804",,,
338,"0,1331038841",,,
339,"0,1317274893",,,
340,"0,1313595218",,,
341,"0,1321415794",,,
342,"0,1323088823",,,
343,"0,1322002938",,,
344,"0,1318531944",,,
345,"0,1319031336",,,
346,"0,1319635246",,,
347,"0,1316767894",,,
348,"0,1322108101",,,
349,"0,1306646176",,,
350,"0,129052904",,,
351,"0,1298263836",,,
352,"0,1301299084",,,
353,"0,1300104226",,,
354,"0,1300959578",,,
355,"0,129250172",,,
356,"0,1291637423",,,
357,"0,1298070249",,,
358,"0,1305070129",,,
359,"0,1306240308",,,
360,"0,1305945146",,,
361,"0,1312694551",,,
362,"0,1326659652",,,
363,"0,1318119936",,,
364,"0,1318268294",,,
365,"0,1330742655",,,
366,"0,1334355608",,,
367,"0,1338017555",,,
368,"0,1327227169",,,
369,"0,1324555898",,,
370,"0,1324140566",,,
371,"0,1321590171",,,
372,"0,1324284038",,,
373,"0,1326828513",,,
374,"0,1331019721",,,
375,"0,1321163634",,,
376,"0,1333380381",,,
377,"0,1337137561",,,
378,"0,1337703645",,,
379,"0,133571105",,,
380,"0,1341492048",,,
381,"0,1341605995",,,
382,"0,1353814908",,,
383,"0,1346033691",,,
384,"0,134865827",,,
385,"0,135627539",,,
386,"0,1353581035",,,
387,"0,1357401593",,,
388,"0,1364416342",,,
389,"0,1368523186",,,
390,"0,1364996032",,,
391,"0,136398197",,,
392,"0,1363573696",,,
393,"0,1359921529",,,
394,"0,1349099173",,,
395,"0,1352268816",,,
396,"0,1352861662",,,
397,"0,1352111539",,,
398,"0,1349974364",,,
399,"0,1357234696",,,
400,"0,1348711065",,,
401,"0,1348780845",,,
402,"0,1352888373",,,
403,"0,1357772721",,,
404,"0,1350345435",,,
405,"0,134992215",,,
406,"0,1347421651",,,
407,"0,1351709425",,,
408,"0,1355697427",,,
409,"0,134503699",,,
410,"0,1348311257",,,
411,"0,1355895846",,,
412,"0,1347541817",,,
413,"0,1339626909",,,
414,"0,1342768969",,,
415,"0,1342158602",,,
416,"0,1339341041",,,
417,"0,13391911",,,
418,"0,1339095894",,,
419,"0,1342669939",,,
420,"0,1326105215",,,
421,"0,1329551754",,,
422,"0,1336165603",,,
423,"0,1330894286",,,
424,"0,1331267491",,,
425,"0,1319729847",,,
426,"0,133619469",,,
427,"0,1344959314",,,
428,"0,1344677212",,,
429,"0,1341709895",,,
430,"0,1353178674",,,
431,"0,1348695781",,,
432,"0,1357212761",,,
433,"0,1358716262",,,
434,"0,1362112248",,,
435,"0,1350620733",,,
436,"0,1335857405",,,
437,"0,1336262619",,,
438,"0,1336676762",,,
439,"0,1337048234",,,
440,"0,1340988437",,,
441,"0,1334111068",,,
442,"0,1329553333",,,
443,"0,1335827418",,,
444,"0,1342844708",,,
445,"0,1345752506",,,
446,"0,1338220454",,,
447,"0,1340204541",,,
448,"0,1339886846",,,
449,"0,1345210421",,,
450,"0,1344137958",,,
451,"0,1343919172",,,
452,"0,1333690254",,,
453,"0,1329322971",,,
454,"0,1334410636",,,
455,"0,1331753509",,,
456,"0,1327733806",,,
457,"0,1338278533",,,
458,"0,1329088661",,,
459,"0,1326053226",,,
460,"0,1333315769",,,
461,"0,1343064459",,,
462,"0,1337921666",,,
463,"0,1330862686",,,
464,"0,1316138863",,,
465,"0,131212505",,,
466,"0,1311463606",,,
467,"0,1321714947",,,
468,"0,1299805284",,,
469,"0,129867631",,,
470,"0,1296991123",,,
471,"0,1299016708",,,
472,"0,1303677262",,,
473,"0,1313110534",,,
474,"0,1297560071",,,
475,"0,1306513864",,,
476,"0,1312117687",,,
