,0,,,
360,"0,0776980475",,,
361,"0,0770421663",,,
362,"0,0732066481",,,
363,"0,0747342942",,,
364,"0,0723060638",,,
365,"0,078299586",,,
366,"0,0756551899",,,
367,"0,0762412301",,,
368,"0,0778246343",,,
369,"0,081507187",,,
370,"0,0785437943",,,
371,"0,0713991166",,,
372,"0,0826185747",,,
373,"0,0898728504",,,
374,"0,0818015046",,,
375,"0,0875891058",,,
376,"0,0884427835",,,
377,"0,0752302852",,,
378,"0,0826430201",,,
379,"0,0880859936",,,
380,"0,0784600656",,,
381,"0,0797729589",,,
382,"0,0804898644",,,
383,"0,0709592998",,,
384,"0,0776998398",,,
385,"0,0762639715",,,
386,"0,0787912761",,,
387,"0,0775404175",,,
388,"0,0826389271",,,
389,"0,0900428178",,,
390,"0,0876689771",,,
391,"0,0877382314",,,
392,"0,0775334111",,,
393,"0,0732990171",,,
394,"0,0805000952",,,
395,"0,0763934964",,,
396,"0,0807649703",,,
397,"0,0771288357",,,
398,"0,0821181135",,,
399,"0,0824691796",,,
400,"0,0893443165",,,
401,"0,0777842669",,,
402,"0,0839429837",,,
403,"0,0922586277",,,
404,"0,0854828702",,,
405,"0,0808979099",,,
406,"0,084687682",,,
407,"0,076858416",,,
408,"0,0764877294",,,
409,"0,0765093177",,,
410,"0,084002891",,,
411,"0,0807626978",,,
412,"0,097359226",,,
413,"0,073586355",,,
414,"0,0820721951",,,
415,"0,0849226216",,,
416,"0,0826802432",,,
417,"0,0714538938",,,
418,"0,0792901287",,,
419,"0,0881375016",,,
420,"0,093054959",,,
421,"0,0775934451",,,
422,"0,0821731217",,,
423,"0,0771757336",,,
424,"0,0838832508",,,
425,"0,0851183785",,,
426,"0,0861240423",,,
427,"0,0742899618",,,
428,"0,0764045694",,,
429,"0,0789473643",,,
430,"0,0803713627",,,
431,"0,083029893",,,
432,"0,0751445839",,,
433,"0,0685365481",,,
434,"0,076051075",,,
435,"0,074987411",,,
436,"0,0820443806",,,
437,"0,0871222633",,,
438,"0,076795899",,,
439,"0,082951694",,,
440,"0,0784077276",,,
441,"0,0775546801",,,
442,"0,0713577634",,,
443,"0,0727571419",,,
444,"0,0797270296",,,
445,"0,0756333373",,,
446,"0,0897313479",,,
447,"0,0757307653",,,
448,"0,0729617407",,,
449,"0,0678841538",,,
450,"0,0743637546",,,
451,"0,0724394726",,,
452,"0,0678258599",,,
453,"0,0667556884",,,
454,"0,0654215936",,,
455,"0,0696477025",,,
456,"0,085346178",,,
457,"0,0715034393",,,
458,"0,062701036",,,
459,"0,074308062",,,
460,"0,0739484415",,,
461,"0,0778646774",,,
462,"0,0848887134",,,
463,"0,088475298",,,
464,"0,0814222942",,,
465,"0,0750579591",,,
466,"0,07869884",,,
467,"0,0933006203",,,
468,"0,0953611172",,,
469,"0,0777350726",,,
470,"0,0695230778",,,
471,"0,07616768",,,
472,"0,0679817362",,,
473,"0,0912948434",,,
474,"0,0978633794",,,
475,"0,085873653",,,
476,"0,0788977992",,,
477,"0,0776514008",,,
478,"0,0884250639",,,
479,"0,0803052172",,,
480,"0,0842407019",,,
481,"0,0765944137",,,
482,"0,071988417",,,
483,"0,07285908",,,
484,"0,0802773389",,,
485,"0,0750958041",,,
486,"0,0760181107",,,
487,"0,081046585",,,
488,"0,0739965151",,"0,0781263917","0,0084346696"
