,0,,,
0,"0,0815047465",,,
1,"0,1137074876",,,
2,"0,0655989533",,,
3,"0,062422843",,,
4,"0,0670021793",,,
5,"0,0741352434",,,
6,"0,0750174906",,,
7,"0,0650219152",,,
8,"0,0737931584",,,
9,"0,0701446286",,,
10,"0,0579561672",,,
11,"0,0710346395",,,
12,"0,0756689156",,,
13,"0,0616073031",,,
14,"0,0764265571",,,
15,"0,0689827373",,,
16,"0,0697994966",,,
17,"0,0734480045",,,
18,"0,065890548",,,
19,"0,0782518955",,,
20,"0,0686274381",,,
21,"0,068682796",,,
22,"0,0738176957",,,
23,"0,070890511",,,
24,"0,0777403415",,,
25,"0,0735202265",,,
26,"0,0704311833",,,
27,"0,069467115",,,
28,"0,0713718007",,,
29,"0,0709550216",,,
30,"0,0738640138",,,
31,"0,0721769176",,,
32,"0,0788503002",,,
33,"0,0766668419",,,
34,"0,0803458381",,,
35,"0,0827043197",,,
36,"0,0744831",,,
37,"0,0757995653",,,
38,"0,071594028",,,
39,"0,0644499277",,,
40,"0,065032807",,,
41,"0,0725368079",,,
42,"0,0784254711",,,
43,"0,0803908052",,,
44,"0,0774357291",,,
45,"0,0786187925",,,
46,"0,0739740664",,,
47,"0,0780938588",,,
48,"0,0713262638",,,
49,"0,073645359",,,
50,"0,0763107944",,,
51,"0,0796271515",,,
52,"0,0790288834",,,
53,"0,0776606128",,,
54,"0,0883782173",,,
55,"0,0746092988",,,
56,"0,0751185497",,,
57,"0,0757192286",,,
58,"0,0763810584",,,
59,"0,0675579524",,,
60,"0,0703033288",,,
61,"0,0705623239",,,
62,"0,0741365327",,,
63,"0,0765717563",,,
64,"0,0717932169",,,
65,"0,068960225",,,
66,"0,069451277",,,
67,"0,0711448843",,,
68,"0,0737838415",,,
69,"0,077380146",,,
70,"0,087560467",,,
71,"0,0837192831",,,
72,"0,085234981",,,
73,"0,0833205903",,,
74,"0,0830367131",,,
75,"0,0876884334",,,
76,"0,0822260315",,,
77,"0,0863064106",,,
78,"0,0875344537",,,
79,"0,0825918264",,,
80,"0,0853004311",,,
81,"0,0912647861",,,
82,"0,084607544",,,
83,"0,0900512501",,,
84,"0,0938288391",,,
85,"0,090668275",,,
86,"0,0864595163",,,
87,"0,0902921826",,,
88,"0,0927725885",,,
89,"0,0865769978",,,
90,"0,0838856687",,,
91,"0,0827414309",,,
92,"0,0930944486",,,
93,"0,0870981516",,,
94,"0,0956243127",,,
95,"0,0973677107",,,
96,"0,1056093454",,,
97,"0,0988728857",,,
98,"0,1105685977",,,
99,"0,1077964882",,,
100,"0,095485815",,,
101,"0,0901226608",,,
102,"0,0927076609",,,
103,"0,092066734",,,
104,"0,0872095329",,,
105,"0,0822480515",,,
106,"0,0869070188",,,
107,"0,0928772197",,,
108,"0,0893714613",,,
109,"0,0916825841",,,
110,"0,0917016074",,,
111,"0,088204115",,,
112,"0,0904402223",,,
113,"0,095677514",,,
114,"0,0903878126",,,
115,"0,0972916996",,,
