,0,,,
0,"0,0838381881",,,
1,"0,0943547415",,,
2,"0,0928495209",,,
3,"0,0954973585",,,
4,"0,0979757648",,,
5,"0,0955905882",,,
6,"0,1021415508",,,
7,"0,1079265612",,,
8,"0,1044905647",,,
9,"0,1099948021",,,
10,"0,110923006",,,
11,"0,1116841293",,,
12,"0,1144644482",,,
13,"0,1234450829",,,
14,"0,1219384464",,,
15,"0,1217505136",,,
16,"0,115195042",,,
17,"0,1147176867",,,
18,"0,1158055027",,,
19,"0,115490459",,,
20,"0,1178562133",,,
21,"0,1140068953",,,
22,"0,1119061661",,,
23,"0,1159055444",,,
24,"0,1202578727",,,
25,"0,1127240137",,,
26,"0,1127706347",,,
27,"0,1140384541",,,
28,"0,1136745529",,,
29,"0,1109435068",,,
30,"0,1125166585",,,
31,"0,1081776464",,,
32,"0,1132883195",,,
33,"0,1179662559",,,
34,"0,1144963039",,,
35,"0,1157306926",,,
36,"0,1102235895",,,
37,"0,1107028454",,,
38,"0,1151822589",,,
39,"0,1168705162",,,
40,"0,1163857862",,,
41,"0,1113104375",,,
42,"0,1099617239",,,
43,"0,1120433334",,,
44,"0,1114455808",,,
45,"0,1099125161",,,
46,"0,1079517687",,,
47,"0,1125877655",,,
48,"0,1130907449",,,
49,"0,1105130553",,,
50,"0,1133729049",,,
51,"0,1093109802",,,
52,"0,1126106175",,,
53,"0,112748284",,,
54,"0,1168728549",,,
55,"0,116886029",,,
56,"0,1201088682",,,
57,"0,1177276647",,,
58,"0,1196821352",,,
59,"0,1187269508",,,
60,"0,1191150981",,,
61,"0,1201904749",,,
62,"0,1208488819",,,
63,"0,1163698431",,,
64,"0,1194236246",,,
65,"0,1216959526",,,
66,"0,1198718964",,,
67,"0,1214768674",,,
68,"0,1195309129",,,
69,"0,1242023163",,,
70,"0,1243867523",,,
71,"0,1211973411",,,
72,"0,1225633676",,,
73,"0,1198065963",,,
74,"0,1211660842",,,
75,"0,1230862754",,,
76,"0,1237983781",,,
77,"0,1246873272",,,
78,"0,1254458061",,,
79,"0,1214133826",,,
80,"0,1255327584",,,
81,"0,1270371004",,,
82,"0,1262080643",,,
83,"0,1241378211",,,
84,"0,1261359492",,,
85,"0,1271512654",,,
86,"0,1258312161",,,
87,"0,1258437683",,,
88,"0,1271996133",,,
89,"0,127642616",,,
90,"0,1271090094",,,
91,"0,1265988172",,,
92,"0,1248736737",,,
93,"0,1260703862",,,
94,"0,1272256107",,,
95,"0,1264308997",,,
96,"0,1244294289",,,
97,"0,1227356279",,,
98,"0,1233923992",,,
99,"0,1241681968",,,
100,"0,1224787373",,,
101,"0,1236381219",,,
102,"0,1236142366",,,
103,"0,1239785077",,,
104,"0,1255997324",,,
105,"0,1224116222",,,
106,"0,1260118119",,,
107,"0,1417724465",,,
108,"0,1215854595",,,
109,"0,1228103873",,,
110,"0,1224197113",,,
111,"0,1218412899",,,
112,"0,1250058379",,,
113,"0,1215506034",,,
114,"0,1212081174",,,
115,"0,1236858126",,,
116,"0,1229783109",,,
117,"0,1220689914",,,
118,"0,1218027086",,,
119,"0,1245155662",,,
120,"0,1241599291",,,
121,"0,1215649316",,,
122,"0,1219817061",,,
123,"0,1205627934",,,
124,"0,1232384922",,,
125,"0,1230575869",,,
126,"0,1209731996",,,
127,"0,1222307386",,,
128,"0,1243912842",,,
129,"0,1233804544",,,
130,"0,1245174997",,,
131,"0,1288670645",,,
132,"0,130037723",,,
133,"0,1277568784",,,
134,"0,1315179493",,,
135,"0,130050624",,,
136,"0,1301619019",,,
137,"0,1296031525",,,
138,"0,1276858323",,,
139,"0,1283637227",,,
140,"0,125237641",,,
141,"0,1276142734",,,
142,"0,1250483978",,,
143,"0,1289129328",,,
144,"0,1285155586",,,
145,"0,1265664146",,,
146,"0,1274892238",,,
147,"0,1286670614",,,
148,"0,1266515474",,,
149,"0,1249906312",,,
150,"0,12047171",,,
151,"0,1222566041",,,
152,"0,1194850487",,,
153,"0,119815911",,,
154,"0,1189544936",,,
155,"0,1228038545",,,
156,"0,1236184463",,,
157,"0,1249850214",,,
158,"0,1244263611",,,
159,"0,1257066728",,,
160,"0,1280583517",,,
161,"0,1245079391",,,
162,"0,1228741834",,,
163,"0,1216756928",,,
164,"0,125919282",,,
165,"0,1274687875",,,
166,"0,128327683",,,
167,"0,1292219705",,,
168,"0,1273854956",,,
169,"0,1274490136",,,
170,"0,127431399",,,
171,"0,124810456",,,
172,"0,1247903853",,,
173,"0,1240504916",,,
174,"0,1271716315",,,
175,"0,1230663665",,,
176,"0,1254700948",,,
177,"0,1267035752",,,
178,"0,1268943105",,,
179,"0,1264530921",,,
180,"0,1265075632",,,
181,"0,1274644676",,,
182,"0,1284580102",,,
183,"0,1269207918",,,
184,"0,1322923703",,,
185,"0,1278210722",,,
186,"0,1245784163",,,
187,"0,1281016878",,,
188,"0,1258306635",,,
189,"0,123627548",,,
190,"0,1226869406",,,
191,"0,125201214",,,
192,"0,1238285021",,,
193,"0,1233944073",,,
194,"0,1237726514",,,
195,"0,1220067922",,,
196,"0,120344118",,,
197,"0,1198009513",,,
198,"0,1201059787",,,
199,"0,1201688607",,,
200,"0,1198179531",,,
201,"0,1196806005",,,
202,"0,1239881076",,,
203,"0,125513654",,,
204,"0,1267980024",,,
205,"0,1290725608",,,
206,"0,1282352352",,,
207,"0,1292325803",,,
208,"0,1333490872",,,
209,"0,1304324049",,,
210,"0,1290419158",,,
211,"0,1270464865",,,
212,"0,1263263179",,,
213,"0,1290208365",,,
214,"0,1278362541",,,
215,"0,1287052328",,,
216,"0,1291878232",,,
217,"0,1248812502",,,
218,"0,1285995755",,,
219,"0,1315386953",,,
220,"0,1271365068",,,
221,"0,1269183685",,,
222,"0,1258162839",,,
223,"0,1263935543",,,
224,"0,1263639912",,,
225,"0,1288854519",,,
226,"0,1296837752",,,
227,"0,1261555223",,,
228,"0,1269869425",,,
229,"0,126988407",,,
230,"0,1252053504",,,
