,0,,,
0,"0,1067785612",,,
1,"0,1050464487",,,
2,"0,0917151798",,,
3,"0,1048761469",,,
4,"0,099631065",,,
5,"0,1060129852",,,
6,"0,1193194499",,,
7,"0,0866081506",,,
8,"0,0866840194",,,
9,"0,0865581208",,,
10,"0,0842529182",,,
11,"0,0947620732",,,
12,"0,0979233711",,,
13,"0,0825116392",,,
14,"0,0870847754",,,
15,"0,0933141517",,,
16,"0,0846949729",,,
17,"0,0843915709",,,
18,"0,089001319",,,
19,"0,0833702303",,,
20,"0,0912449175",,,
21,"0,0939475785",,,
22,"0,0925542911",,,
23,"0,0930019269",,,
24,"0,0773202413",,,
25,"0,0823940891",,,
26,"0,0723896925",,,
27,"0,0830563015",,,
28,"0,0745041855",,,
29,"0,0761188643",,,
30,"0,0829038654",,,
31,"0,0781253646",,,
32,"0,086510933",,,
33,"0,0946420423",,,
34,"0,0953125245",,,
35,"0,0922437805",,,
36,"0,0874300317",,,
37,"0,0863178633",,,
38,"0,0793716902",,,
39,"0,0812548582",,,
40,"0,0843643396",,,
41,"0,0805817128",,,
42,"0,0835187683",,,
43,"0,0831168347",,,
44,"0,080947473",,,
45,"0,089226786",,,
46,"0,0846812044",,,
47,"0,0889814894",,,
48,"0,0780726407",,,
49,"0,0934520593",,,
50,"0,0959709709",,,
51,"0,0913479534",,,
52,"0,086703474",,,
53,"0,0888299198",,,
54,"0,0962286423",,,
55,"0,1007795676",,,
56,"0,0999504071",,,
57,"0,0939549833",,,
58,"0,0942715399",,,
59,"0,095396316",,,
60,"0,081086082",,,
61,"0,0827806221",,,
62,"0,0875853095",,,
63,"0,0914083178",,,
64,"0,0956627178",,,
65,"0,0800330477",,,
66,"0,0784239626",,,
67,"0,0841062836",,,
68,"0,0778034643",,,
69,"0,0996234876",,,
70,"0,0746954527",,,
71,"0,0791267471",,,
72,"0,0853479043",,,
73,"0,0862039319",,,
74,"0,0889451775",,,
75,"0,100511174",,,
76,"0,0853696121",,,
77,"0,09383088",,,
78,"0,090157828",,,
