,0
0,0.4822047958873851
1,0.4816894180757594
2,0.46963873933174777
3,0.46979593416626897
4,0.4273173567992422
5,0.2736855645743623
6,0.18277784222365542
7,0.17570589032082806
8,0.20406319051933655
9,0.3007167333489124
10,0.31602203706923626
11,0.30217090878283465
12,0.15314406400766492
13,0.2292677338596061
14,0.22982925588616562
15,0.21657636936702537
16,0.2606294663240123
17,0.23282871191218057
18,0.23079237665317187
19,0.22662326980824188
20,0.2169133826845254
21,0.2001004193744696
22,0.2481903795657626
23,0.24248999441647617
24,0.2532713656003304
25,0.2194864291128295
26,0.21500445697204557
27,0.22652209222693942
28,0.24339539959755335
29,0.22898658458842402
30,0.20969853646821288
31,0.21866498588603733
32,0.1727962023162688
33,0.19345408941400236
34,0.22405355544818892
35,0.161351526442284
36,0.17368833985168128
37,0.1508994556434052
38,0.13932310709821272
39,0.15336633962813656
40,0.17107078872899048
41,0.11140815280242533
42,0.1184157053256347
43,0.11510598661093675
44,0.10399086433240419
45,0.12439689049235624
46,0.13268269590501847
47,0.10324234181126976
48,0.12475520142633749
49,0.17064533663623566
50,0.08446751793392056
51,0.11252176706280903
52,0.07663916273895922
53,0.10608367413800196
54,0.16306750395055128
55,0.12996525645657073
56,0.13014708623777976
57,0.1276385167257589
58,0.12727165709238655
59,0.10915535282842397
60,0.12220811120963165
61,0.13660094908886886
62,0.11861719732490542
63,0.09965374687971784
64,0.07217754985018816
65,0.10014473221472582
66,0.13081849180152386
67,0.14741774258104642
68,0.12296493178015654
69,0.16397559558475533
70,0.13281055729708915
71,0.182854620147883
72,0.11663792318310483
73,0.10310652885821439
74,0.084446766255
75,0.127989134007947
76,0.12923655399593
77,0.11262428794486219
78,0.1182417015389919
79,0.09029156152282929
80,0.1046798434639681
81,0.11693098790255907
82,0.12273153940618636
83,0.12238920686727667
84,0.11340910109401822
85,0.07813613699641254
86,0.08537634739073591
87,0.11944688541344345
88,0.1131861993003113
89,0.10084390890073686
90,0.11084337964855208
91,0.08907528093084668
92,0.1725653670546483
93,0.1278952902452061
94,0.11554804223881791
95,0.08408581505751012
96,0.1106042373138597
97,0.12114579360311015
98,0.14985628822256655
99,0.11769407855686394
100,0.08637913088553027
101,0.07228706107961085
102,0.09473562873639788
103,0.13337135631415933
104,0.12796226023430943
105,0.13249633023411844
106,0.0790343675530911
107,0.07087804711974818
108,0.08628105098337348
109,0.11532862665662628
110,0.14462084779629403
111,0.08537607462134165
112,0.08849874768286771
113,0.07673709437422384
114,0.14356804480259328
115,0.09142915962738953
116,0.07953813453712948
117,0.06673326623947048
118,0.144668636647373
119,0.09153223116794676
120,0.09237095431453525
121,0.10044930294762362
