1.00001,0.10001,0.2827
1.00001,0.20001,0.2414
1.00001,0.30001,0.1985
1.00001,0.40001,0.1982
1.00001,0.50001,0.1779
1.00001,0.60001,0.1574
1.00001,0.70001,0.1361
1.00001,0.80001,0.1213
1.00001,0.90001,0.1157
1.00001,1.00001,0.1055
0.10001,1.00001,0.1217
0.20001,1.00001,0.1499
0.30001,1.00001,0.2100
0.40001,1.00001,0.2221
0.50001,1.00001,0.2348
0.60001,1.00001,0.2354
0.70001,1.00001,0.1904
0.80001,1.00001,0.1351
0.90001,1.00001,0.0857
1.00001,1.00001,0.1055
1.00001,1.00001,0.1798148935
1.00001,0.4285814286,0.3038847865
1.00001,0.4285814286,0.2605423098
1.00001,1.00001,0.2594785713
0.62501,1.00001,0.2917063879
0.62501,1.00001,0.1936725492
1.00001,0.40001,0.3138704337
1.00001,0.62501,0.2442086359
1.00001,0.40001,0.253533375
1.00001,0.62501,0.3038140233
1.00001,1.00001,0.0803783102
0.4285814286,1.00001,0.2155965546
0.4285814286,0.4285814286,0.2691487502
0.4285814286,0.4285814286,0.251297617
0.4285814286,1.00001,0.2105987936
0.4285814286,1.00001,0.1013954969
0.4285814286,0.4285814286,0.2309100099
0.4285814286,0.4285814286,0.2278295729
0.4285814286,1.00001,0.249551213
1.00001,1.00001,0.237931837
1.00001,0.4285814286,0.2080941488
1.00001,0.4285814286,0.2475193839
1.00001,1.00001,0.2617766238
0.40001,1.00001,0.2070420673
0.40001,1.00001,0.1471916697
